learner_id,region,course_id,last_login_days,assignment_completion_rate,quiz_score_trend,attendance_rate
L14374,South Africa,CRS-011,2.7,0.811,7.7,0.519
L13649,Egypt,CRS-008,0.2,0.708,0.4,0.814
L12129,Egypt,CRS-015,7.2,0.469,-9.5,0.496
L13635,South Africa,CRS-007,3.9,0.889,7.7,0.680
L14358,South Africa,CRS-011,8.9,0.897,2.3,0.925
L10962,South Africa,CRS-015,12.0,0.273,-34.0,0.586
L11123,South Africa,CRS-012,2.6,0.652,-9.1,0.847
L14226,South Africa,CRS-010,16.6,0.529,-9.0,0.827
L11334,South Africa,CRS-006,6.5,0.532,12.7,0.684
L13672,South Africa,CRS-007,6.4,0.576,-2.4,0.288
L12281,South Africa,CRS-015,9.6,0.480,10.7,0.491
L15227,Egypt,CRS-013,6.0,0.762,-7.1,0.590
L11256,Egypt,CRS-011,23.4,0.878,-18.0,0.785
L13456,Egypt,CRS-010,1.8,0.581,-42.3,0.799
L11007,Egypt,CRS-006,5.1,0.749,-3.2,0.555
L10313,South Africa,CRS-003,1.4,0.779,7.0,0.964
L13183,Egypt,CRS-013,1.7,0.830,10.6,0.747
L13443,Egypt,CRS-005,8.1,0.744,1.8,0.674
L12715,Egypt,CRS-006,9.8,0.610,-8.1,0.721
L15084,South Africa,CRS-001,35.4,0.866,-9.0,0.638
L13731,Egypt,CRS-015,1.6,0.652,-6.2,0.950
L10728,South Africa,CRS-010,7.9,0.700,-16.4,0.667
L13883,South Africa,CRS-009,22.7,0.652,-1.8,0.746
L11388,South Africa,CRS-008,17.7,0.641,7.0,0.743
L12621,Egypt,CRS-010,36.3,0.737,-11.9,0.877
L12115,South Africa,CRS-010,4.7,0.854,-16.9,0.689
L10183,Egypt,CRS-013,10.8,0.954,-16.7,0.636
L11851,South Africa,CRS-008,7.2,0.702,0.9,0.490
L12583,Egypt,CRS-008,4.7,0.579,-0.1,0.563
L13612,South Africa,CRS-010,22.8,0.920,-33.2,0.864
L11983,Egypt,CRS-002,25.9,0.327,-12.3,0.672
L10665,Egypt,CRS-007,2.6,0.826,-1.2,0.261
L13556,Egypt,CRS-006,19.7,0.592,-18.2,0.553
L11732,South Africa,CRS-001,4.0,0.469,-11.7,0.167
L10326,South Africa,CRS-014,14.8,0.281,22.9,0.925
L10178,Egypt,CRS-007,13.6,0.666,5.1,0.536
L12551,South Africa,CRS-015,22.9,0.448,-8.1,0.498
L10155,South Africa,CRS-005,0.7,0.682,-0.9,0.539
L10619,Egypt,CRS-007,14.8,0.640,-0.5,0.884
L15398,Egypt,CRS-010,4.0,0.903,-2.8,0.786
L13292,South Africa,CRS-009,10.3,0.881,3.7,0.727
L11738,Egypt,CRS-012,13.7,0.428,-3.5,0.676
L14086,South Africa,CRS-009,9.8,0.383,-32.7,0.737
L10497,South Africa,CRS-003,14.7,0.905,22.9,0.783
L12458,Egypt,CRS-010,33.1,0.741,9.7,0.689
L13893,South Africa,CRS-012,31.0,0.724,7.3,0.754
L10534,South Africa,CRS-012,0.6,0.193,14.2,0.917
L13470,Egypt,CRS-009,9.6,0.783,-7.4,0.778
L10134,South Africa,CRS-001,11.3,0.718,-3.4,0.858
L13196,Egypt,CRS-005,2.5,0.722,5.0,0.813
L11686,South Africa,CRS-015,9.0,0.566,-13.5,0.446
L10740,Egypt,CRS-004,17.8,0.508,-7.6,0.649
L10072,South Africa,CRS-008,27.9,0.952,-10.6,0.770
L13065,Egypt,CRS-004,30.5,0.623,-5.0,0.634
L13579,South Africa,CRS-002,2.2,0.675,-26.3,0.372
L10131,Egypt,CRS-015,4.2,0.900,-8.3,0.924
L12067,South Africa,CRS-004,2.1,0.688,15.8,0.569
L15115,South Africa,CRS-008,5.9,0.619,29.3,0.819
L10923,South Africa,CRS-007,9.9,0.678,-23.7,0.729
L14978,Egypt,CRS-012,12.0,0.424,14.2,0.863
L12920,South Africa,CRS-001,8.4,0.936,30.6,0.457
L14261,South Africa,CRS-001,8.2,0.849,-3.8,0.614
L12076,South Africa,CRS-002,12.6,0.218,-28.2,0.438
L14391,Egypt,CRS-001,22.8,0.412,12.6,0.612
L11087,South Africa,CRS-005,21.7,0.769,18.1,0.576
L13452,South Africa,CRS-012,2.8,0.782,-10.5,0.533
L10368,Egypt,CRS-004,2.6,0.571,20.8,0.599
L11551,Egypt,CRS-002,4.9,0.763,-1.8,0.499
L14029,South Africa,CRS-007,5.7,0.763,-16.7,0.476
L10782,South Africa,CRS-010,4.5,0.909,-10.9,0.694
L12324,South Africa,CRS-003,1.5,0.628,-1.3,0.697
L10569,South Africa,CRS-005,7.9,0.844,-8.7,0.595
L14327,Egypt,CRS-008,2.0,0.406,-17.5,0.749
L10695,South Africa,CRS-009,13.2,0.605,-0.3,0.649
L14175,South Africa,CRS-006,21.3,0.754,4.3,0.605
L10843,South Africa,CRS-007,14.6,0.344,-12.6,0.564
L11048,South Africa,CRS-012,26.0,0.115,-28.8,0.769
L15203,Egypt,CRS-004,59.6,0.801,17.0,0.209
L13966,Egypt,CRS-015,4.5,0.805,12.7,0.290
L11491,Egypt,CRS-005,8.0,0.619,-12.0,0.724
L11574,South Africa,CRS-005,29.0,0.925,5.2,0.726
L14778,South Africa,CRS-009,1.7,0.671,-6.4,0.809
L14149,South Africa,CRS-012,6.2,0.973,-24.4,0.502
L15260,South Africa,CRS-014,0.1,0.660,-0.5,0.749
L13738,Egypt,CRS-004,0.2,0.627,-5.8,0.598
L13830,Egypt,CRS-012,3.3,0.761,21.6,0.791
L11201,Egypt,CRS-002,0.1,0.836,-22.5,0.586
L12987,South Africa,CRS-006,10.0,0.602,-18.1,0.805
L15143,South Africa,CRS-003,2.8,0.520,-47.6,0.347
L15344,South Africa,CRS-003,25.8,0.623,11.4,0.779
L10623,South Africa,CRS-001,13.1,0.604,-17.0,0.867
L14144,South Africa,CRS-009,0.1,0.840,9.2,0.941
L14525,South Africa,CRS-001,5.1,0.718,0.4,0.848
L12105,South Africa,CRS-003,1.8,0.594,-1.0,0.728
L14537,Egypt,CRS-010,8.1,0.713,-4.7,0.872
L10904,South Africa,CRS-006,0.8,0.941,-4.6,0.447
L13959,South Africa,CRS-013,1.8,0.595,-1.8,0.778
L10758,South Africa,CRS-014,1.9,0.560,1.5,0.438
L14179,Egypt,CRS-015,20.0,0.430,12.8,0.835
L12091,Egypt,CRS-004,3.8,0.916,-14.3,0.728
L12120,Egypt,CRS-006,16.5,0.919,-31.0,0.595
L12262,South Africa,CRS-013,2.6,0.674,-9.7,0.667
L11336,South Africa,CRS-007,10.4,0.706,1.6,0.666
L11101,Egypt,CRS-015,9.1,0.818,-3.1,0.903
L14574,South Africa,CRS-012,2.0,0.836,-22.9,0.912
L13999,South Africa,CRS-009,25.4,0.475,-16.6,0.660
L14096,Egypt,CRS-012,12.3,0.822,-48.7,0.821
L10284,South Africa,CRS-009,12.4,0.647,17.3,0.669
L13717,South Africa,CRS-011,0.2,0.264,10.0,0.879
L13811,Egypt,CRS-008,10.8,0.896,-1.5,0.845
L14514,Egypt,CRS-012,5.0,0.835,5.9,0.684
L15293,South Africa,CRS-003,22.1,0.628,17.8,0.901
L12286,South Africa,CRS-010,13.9,0.953,-23.5,0.711
L11213,South Africa,CRS-009,9.1,0.954,-16.6,0.782
L10846,South Africa,CRS-003,0.3,0.799,-13.5,0.720
L10868,South Africa,CRS-007,16.6,0.846,-26.7,0.554
L11114,Egypt,CRS-005,6.2,0.839,6.4,0.681
L14784,South Africa,CRS-005,3.1,0.536,2.0,0.928
L11303,Egypt,CRS-014,12.4,0.903,8.7,0.745
L13146,Egypt,CRS-015,2.0,0.770,-24.6,0.562
L10262,Egypt,CRS-001,5.0,0.407,2.9,0.802
L14125,Egypt,CRS-004,8.6,0.915,-5.4,0.773
L15237,South Africa,CRS-009,5.3,0.570,-10.3,0.660
L14454,Egypt,CRS-003,1.0,0.882,-14.1,0.773
L13353,Egypt,CRS-012,7.5,0.913,-45.7,0.810
L13270,Egypt,CRS-006,7.2,0.531,28.4,0.256
L10228,South Africa,CRS-001,2.4,0.845,-0.8,0.774
L14132,Egypt,CRS-006,4.4,0.683,5.8,0.797
L13044,Egypt,CRS-009,1.2,0.191,-18.9,0.626
L14166,Egypt,CRS-007,11.4,0.956,5.4,0.486
L14022,South Africa,CRS-010,2.8,0.810,-1.7,0.950
L12321,Egypt,CRS-007,4.2,0.977,15.3,0.652
L13284,Egypt,CRS-008,0.4,0.622,-9.8,0.778
L14758,Egypt,CRS-015,3.0,0.829,-7.8,0.722
L14620,South Africa,CRS-003,5.5,0.526,8.3,0.816
L11110,Egypt,CRS-010,1.5,0.773,4.4,0.554
L13364,South Africa,CRS-013,1.3,0.702,20.3,0.386
L12823,South Africa,CRS-004,1.5,0.766,4.9,0.713
L11115,South Africa,CRS-015,10.6,0.378,17.3,0.302
L11219,Egypt,CRS-013,21.7,0.819,9.7,0.507
L11823,Egypt,CRS-006,1.8,0.931,-3.8,0.943
L11830,South Africa,CRS-008,0.8,0.749,-2.3,0.777
L12240,South Africa,CRS-007,3.1,0.842,0.7,0.919
L10315,Egypt,CRS-010,5.5,0.722,-32.4,0.821
L14058,South Africa,CRS-011,13.0,0.648,-6.2,0.133
L15058,South Africa,CRS-013,2.3,0.874,10.5,0.666
L14724,South Africa,CRS-003,2.7,0.161,-7.2,0.760
L11108,South Africa,CRS-007,1.4,0.703,4.9,0.717
L11879,South Africa,CRS-013,6.9,0.595,-9.3,0.364
L10912,Egypt,CRS-014,13.8,0.779,-1.6,0.744
L11562,Egypt,CRS-008,6.2,0.811,-35.6,0.872
L11309,Egypt,CRS-006,7.8,0.353,6.6,0.815
L10716,South Africa,CRS-013,4.7,0.717,1.7,0.405
L13689,Egypt,CRS-014,23.7,0.763,9.2,0.925
L11736,South Africa,CRS-004,4.2,0.297,12.3,0.871
L10014,Egypt,CRS-011,2.4,0.872,25.3,0.771
L11816,South Africa,CRS-014,6.9,0.827,7.6,0.524
L14867,Egypt,CRS-008,2.4,0.723,-3.0,0.712
L11053,Egypt,CRS-001,1.6,0.979,6.1,0.924
L14861,South Africa,CRS-004,0.4,0.710,-16.6,0.813
L13891,South Africa,CRS-012,10.1,0.673,6.6,0.498
L11468,South Africa,CRS-005,8.3,0.797,-21.4,0.842
L13909,Egypt,CRS-011,2.4,0.661,-16.6,0.598
L14664,South Africa,CRS-014,0.1,0.720,1.0,0.867
L12512,South Africa,CRS-004,2.1,0.715,-23.9,0.642
L10175,South Africa,CRS-004,5.0,0.788,-11.4,0.370
L11262,Egypt,CRS-011,0.3,0.978,9.8,0.716
L10766,South Africa,CRS-015,15.9,0.546,9.6,0.780
L15062,Egypt,CRS-015,2.0,0.880,12.1,0.723
L13277,Egypt,CRS-012,11.2,0.854,-1.8,0.748
L10954,Egypt,CRS-008,30.2,0.848,6.8,0.554
L10403,South Africa,CRS-001,5.7,0.806,6.4,0.468
L12439,South Africa,CRS-003,3.3,0.561,-9.2,0.569
L11441,Egypt,CRS-001,58.1,0.854,0.6,0.628
L11475,Egypt,CRS-007,15.4,0.689,-14.3,0.927
L10372,South Africa,CRS-010,2.6,0.731,8.9,0.863
L12678,South Africa,CRS-010,6.1,0.797,-10.2,0.821
L10588,South Africa,CRS-005,2.2,0.757,-22.1,0.839
L11152,South Africa,CRS-004,4.6,0.760,11.4,0.709
L11923,Egypt,CRS-012,23.5,0.713,13.0,0.438
L13970,Egypt,CRS-001,1.4,0.706,-16.6,0.863
L11973,South Africa,CRS-003,6.7,0.363,-7.1,0.677
L13935,Egypt,CRS-011,3.5,0.762,10.5,0.754
L13052,Egypt,CRS-002,7.8,0.656,-11.1,0.442
L10168,South Africa,CRS-006,0.6,0.638,2.1,0.542
L15200,Egypt,CRS-013,3.0,0.829,-22.5,0.944
L13532,South Africa,CRS-001,1.9,0.293,-17.7,0.530
L10143,Egypt,CRS-003,16.7,0.505,1.7,0.660
L12973,South Africa,CRS-010,37.3,0.794,23.4,0.658
L11708,Egypt,CRS-006,0.5,0.557,10.5,0.649
L11259,Egypt,CRS-007,8.7,0.897,5.7,0.710
L14528,South Africa,CRS-001,4.1,0.770,11.2,0.764
L10220,Egypt,CRS-006,31.0,0.400,-2.6,0.664
L15325,Egypt,CRS-014,10.8,0.966,-3.1,0.885
L14949,South Africa,CRS-012,6.9,0.535,-2.8,0.739
L11864,Egypt,CRS-001,12.0,0.128,15.6,0.758
L12183,Egypt,CRS-001,5.3,0.979,-9.6,0.826
L12534,Egypt,CRS-012,10.2,0.672,-4.5,0.826
L10826,Egypt,CRS-003,7.4,0.559,-30.4,0.328
L10881,Egypt,CRS-002,0.6,0.880,7.1,0.980
L12671,South Africa,CRS-009,6.6,0.612,5.5,0.573
L11277,Egypt,CRS-015,20.0,0.454,10.9,0.857
L12531,Egypt,CRS-008,10.5,0.782,-3.0,0.624
L12694,Egypt,CRS-012,4.1,0.678,-2.2,0.834
L11503,South Africa,CRS-011,0.6,0.661,-29.5,0.702
L15241,South Africa,CRS-004,23.4,0.698,4.5,0.766
L14197,South Africa,CRS-009,1.5,0.917,6.5,0.647
L12490,South Africa,CRS-014,3.0,0.603,7.4,0.780
L10443,Egypt,CRS-011,10.7,0.650,8.8,0.811
L12342,Egypt,CRS-009,1.7,0.952,14.0,0.642
L11432,South Africa,CRS-007,0.7,0.925,-11.5,0.718
L10997,Egypt,CRS-006,31.6,0.795,-20.3,0.778
L12442,Egypt,CRS-013,4.6,0.937,14.2,0.614
L10012,Egypt,CRS-005,4.1,0.679,4.4,0.715
L12713,South Africa,CRS-011,5.3,0.799,-4.1,0.615
L12100,South Africa,CRS-008,0.8,0.663,3.5,0.870
L11897,Egypt,CRS-004,2.5,0.853,18.6,0.764
L14342,Egypt,CRS-009,21.8,0.453,13.1,0.546
L12020,Egypt,CRS-015,12.1,0.721,-17.6,0.930
L15287,Egypt,CRS-009,1.9,0.875,-4.0,0.413
L11120,South Africa,CRS-007,1.5,0.755,-4.4,0.351
L14769,South Africa,CRS-002,31.5,0.908,-5.6,0.324
L14750,Egypt,CRS-009,11.2,0.662,15.9,0.907
L10026,South Africa,CRS-007,6.3,0.981,1.8,0.652
L12682,Egypt,CRS-012,19.6,0.973,8.9,0.775
L13431,Egypt,CRS-008,5.4,0.652,-12.7,0.835
L11433,South Africa,CRS-010,6.7,0.877,-8.5,0.818
L12372,South Africa,CRS-008,9.4,0.520,4.5,0.803
L13784,Egypt,CRS-006,2.7,0.397,14.5,0.831
L14614,South Africa,CRS-007,9.9,0.767,19.7,0.684
L10194,Egypt,CRS-003,4.1,0.718,8.6,0.579
L12821,Egypt,CRS-003,3.4,0.864,-20.2,0.844
L11977,South Africa,CRS-010,38.1,0.676,4.0,0.818
L15330,Egypt,CRS-006,0.5,0.507,-20.9,0.827
L12256,Egypt,CRS-007,0.0,0.559,4.3,0.810
L15188,South Africa,CRS-012,12.5,0.751,2.2,0.385
L11953,Egypt,CRS-010,9.8,0.964,8.7,0.836
L10221,South Africa,CRS-011,2.4,0.782,-14.1,0.644
L12028,Egypt,CRS-013,0.4,0.473,-5.9,0.613
L15014,Egypt,CRS-015,0.7,0.422,13.4,0.757
L12636,Egypt,CRS-009,16.6,0.941,-2.4,0.786
L11063,South Africa,CRS-011,15.8,0.145,-13.9,0.642
L13007,South Africa,CRS-006,21.3,0.337,-22.1,0.860
L15005,South Africa,CRS-008,0.0,0.768,-11.6,0.905
L14143,Egypt,CRS-009,3.1,0.595,28.8,0.468
L13331,South Africa,CRS-001,1.9,0.842,26.8,0.386
L15157,South Africa,CRS-015,2.7,0.495,16.2,0.867
L15257,South Africa,CRS-015,5.5,0.614,-40.4,0.672
L14989,Egypt,CRS-003,12.7,0.696,-6.8,0.676
L14397,South Africa,CRS-006,5.2,0.804,6.3,0.663
L13813,South Africa,CRS-002,7.5,0.785,-6.0,0.860
L14827,South Africa,CRS-002,18.6,0.702,-2.1,0.858
L10957,Egypt,CRS-012,20.2,0.728,8.6,0.919
L13099,Egypt,CRS-008,0.3,0.693,-1.1,0.658
L14768,South Africa,CRS-006,1.9,0.905,1.6,0.997
L10457,South Africa,CRS-004,12.3,0.435,1.0,0.398
L14743,Egypt,CRS-013,17.2,0.781,12.3,0.702
L12118,Egypt,CRS-006,3.6,0.710,-11.7,0.850
L10584,Egypt,CRS-012,6.7,0.609,-1.9,0.670
L14369,South Africa,CRS-001,3.5,0.670,-17.2,0.884
L13025,Egypt,CRS-012,7.2,0.497,12.7,0.787
L12640,South Africa,CRS-002,3.2,0.807,5.9,0.562
L10506,Egypt,CRS-008,1.9,0.298,-37.4,0.898
L13802,South Africa,CRS-003,1.1,0.822,-12.4,0.518
L10541,South Africa,CRS-001,0.0,0.914,36.7,0.772
L12557,Egypt,CRS-009,40.1,0.645,6.6,0.853
L15018,Egypt,CRS-011,12.1,0.390,-1.6,0.863
L14575,Egypt,CRS-013,12.6,0.886,11.7,0.736
L11311,Egypt,CRS-010,7.2,0.421,-0.1,0.763
L11203,Egypt,CRS-009,10.6,0.754,-15.1,0.677
L14440,Egypt,CRS-015,11.9,0.665,21.6,0.928
L12856,Egypt,CRS-004,0.1,0.800,-5.6,0.685
L13654,Egypt,CRS-013,4.9,0.755,14.3,0.728
L14069,South Africa,CRS-014,2.8,0.867,-2.3,0.766
L13683,South Africa,CRS-003,3.0,0.837,-4.2,0.596
L14946,South Africa,CRS-007,0.1,0.756,6.5,0.816
L11529,Egypt,CRS-004,10.8,0.929,-11.6,0.838
L10416,Egypt,CRS-006,1.7,0.879,13.6,0.806
L11960,Egypt,CRS-001,5.9,0.276,-9.0,0.851
L12631,South Africa,CRS-015,2.6,0.791,11.2,0.817
L13306,South Africa,CRS-010,14.2,0.739,22.3,0.844
L13949,Egypt,CRS-007,18.5,0.678,7.1,0.867
L12524,South Africa,CRS-008,1.4,0.780,10.4,0.483
L10352,South Africa,CRS-013,23.8,0.766,-0.4,0.828
L12778,South Africa,CRS-005,3.1,0.498,13.1,0.878
L11776,South Africa,CRS-012,7.4,0.728,-5.9,0.831
L15151,South Africa,CRS-006,3.5,0.794,-1.1,0.933
L11734,South Africa,CRS-009,14.6,0.872,-3.3,0.833
L14651,Egypt,CRS-006,2.2,0.413,5.8,0.638
L10966,South Africa,CRS-006,19.7,0.257,-5.2,0.938
L10210,South Africa,CRS-004,0.5,0.810,10.9,0.892
L12984,South Africa,CRS-005,6.1,0.588,-9.3,0.760
L14278,Egypt,CRS-013,10.5,0.877,-4.2,0.778
L13457,South Africa,CRS-005,4.8,0.451,-21.3,0.675
L14802,South Africa,CRS-010,8.7,0.543,11.8,0.829
L12691,Egypt,CRS-012,16.9,0.888,-8.8,0.914
L13407,South Africa,CRS-004,12.8,0.787,-14.4,0.792
L14486,South Africa,CRS-004,14.5,0.253,-47.0,0.527
L13537,Egypt,CRS-012,20.9,0.846,-13.5,0.726
L11057,South Africa,CRS-012,5.4,0.769,11.6,0.520
L13212,Egypt,CRS-012,1.6,0.931,29.8,0.689
L14072,Egypt,CRS-012,2.5,0.806,-7.5,0.376
L13927,Egypt,CRS-007,4.8,0.844,20.7,0.587
L10091,South Africa,CRS-002,32.5,0.872,7.5,0.470
L12960,South Africa,CRS-004,9.9,0.660,6.7,0.809
L10720,South Africa,CRS-011,1.1,0.762,19.2,0.686
L12078,South Africa,CRS-007,1.0,0.952,8.0,0.792
L12467,Egypt,CRS-007,2.4,0.499,12.4,0.369
L11038,Egypt,CRS-010,6.8,0.865,-7.5,0.809
L11690,South Africa,CRS-010,25.7,0.242,-3.6,0.924
L11665,South Africa,CRS-007,0.4,0.749,11.1,0.537
L15303,Egypt,CRS-006,1.8,0.758,-5.7,0.955
L10845,Egypt,CRS-002,0.1,0.803,16.9,0.817
L13165,Egypt,CRS-004,7.2,0.736,-6.9,0.694
L12475,South Africa,CRS-009,2.4,0.562,3.8,0.746
L14451,South Africa,CRS-006,20.3,0.911,9.1,0.514
L15236,South Africa,CRS-013,1.4,0.530,1.2,0.591
L14730,South Africa,CRS-011,0.9,0.962,-0.1,0.843
L10452,Egypt,CRS-014,1.2,0.277,1.7,0.705
L13735,South Africa,CRS-001,13.8,0.887,-16.6,0.829
L11103,South Africa,CRS-011,3.4,0.649,-0.2,0.588
L12616,South Africa,CRS-010,1.6,0.927,0.7,0.444
L12581,South Africa,CRS-013,2.0,0.502,-4.0,0.690
L11175,South Africa,CRS-010,28.4,0.599,14.3,0.474
L11159,South Africa,CRS-004,4.4,0.738,11.1,0.862
L11962,Egypt,CRS-009,4.1,0.786,5.4,0.414
L10536,Egypt,CRS-005,1.3,0.813,-28.1,0.895
L14595,Egypt,CRS-012,41.7,0.803,-2.0,0.821
L15302,South Africa,CRS-009,22.2,0.335,3.3,0.581
L13028,South Africa,CRS-001,1.7,0.391,9.1,0.948
L11095,South Africa,CRS-015,34.0,0.366,-6.9,0.891
L11246,Egypt,CRS-013,7.3,0.715,-50.0,0.559
L12904,South Africa,CRS-008,45.0,0.521,-6.0,0.459
L11801,Egypt,CRS-001,3.8,0.770,24.3,0.498
L13039,Egypt,CRS-001,18.5,0.672,-12.5,0.905
L11581,Egypt,CRS-004,1.1,0.579,6.3,0.862
L15056,Egypt,CRS-011,1.1,0.520,8.4,0.620
L10708,South Africa,CRS-009,7.6,0.643,-34.5,0.874
L12275,South Africa,CRS-012,19.3,0.666,-4.8,0.848
L11745,South Africa,CRS-015,4.1,0.625,0.6,0.419
L11873,Egypt,CRS-009,4.7,0.889,13.2,0.785
L15373,South Africa,CRS-014,1.8,0.809,1.9,0.850
L10731,Egypt,CRS-012,6.1,0.953,15.6,0.741
L13261,Egypt,CRS-015,44.2,0.219,-0.4,0.741
L15132,South Africa,CRS-001,4.5,0.814,-10.6,0.711
L11122,Egypt,CRS-012,18.0,0.590,14.0,0.617
L15016,South Africa,CRS-006,0.8,0.620,-4.5,0.871
L14443,Egypt,CRS-006,57.3,0.472,-42.5,0.402
L10360,South Africa,CRS-015,57.3,0.879,0.3,0.705
L15202,South Africa,CRS-013,2.3,0.849,-1.5,0.596
L10471,South Africa,CRS-009,6.4,0.867,1.7,0.726
L12633,Egypt,CRS-011,0.9,0.790,-11.2,0.697
L13150,South Africa,CRS-012,4.3,0.856,5.4,0.678
L11078,South Africa,CRS-013,10.5,0.923,-15.2,0.788
L12578,South Africa,CRS-006,0.8,0.741,-2.7,0.778
L11307,Egypt,CRS-009,25.6,0.888,-16.8,0.445
L15255,South Africa,CRS-013,21.2,0.292,7.0,0.516
L12714,Egypt,CRS-012,4.8,0.942,-10.2,0.531
L14313,South Africa,CRS-009,0.6,0.679,-29.7,0.707
L14435,Egypt,CRS-003,0.0,0.414,-11.2,0.817
L14331,South Africa,CRS-004,11.1,0.607,-2.6,0.687
L11335,Egypt,CRS-001,16.4,0.596,9.8,0.860
L12407,South Africa,CRS-010,3.5,0.558,3.2,0.866
L14551,Egypt,CRS-013,10.4,0.707,-12.1,0.712
L15042,Egypt,CRS-015,0.8,0.495,10.2,0.693
L10364,Egypt,CRS-014,5.8,0.278,-15.2,0.801
L13852,Egypt,CRS-001,6.0,0.248,6.7,0.756
L14051,Egypt,CRS-010,51.8,0.779,4.8,0.485
L11661,Egypt,CRS-003,1.5,0.535,1.5,0.928
L14652,South Africa,CRS-007,1.0,0.785,-4.2,0.886
L13815,Egypt,CRS-012,3.8,0.715,-3.1,0.699
L12047,South Africa,CRS-014,15.9,0.805,5.9,0.835
L10451,South Africa,CRS-010,1.8,0.415,-11.2,0.689
L12514,South Africa,CRS-010,7.7,0.610,-30.2,0.567
L15121,Egypt,CRS-007,3.4,0.768,4.4,0.737
L10295,South Africa,CRS-002,4.6,0.481,-11.4,0.461
L13282,South Africa,CRS-006,7.8,0.703,-19.3,0.743
L10659,South Africa,CRS-012,3.0,0.215,1.4,0.714
L10098,South Africa,CRS-009,5.2,0.677,-18.2,0.683
L14459,South Africa,CRS-003,3.4,0.560,2.3,0.857
L12522,Egypt,CRS-006,11.9,0.863,18.4,0.386
L15009,Egypt,CRS-003,6.4,0.721,-10.9,0.801
L14683,Egypt,CRS-014,1.9,0.629,-2.2,0.946
L12905,South Africa,CRS-005,4.6,0.885,-3.6,0.525
L10973,Egypt,CRS-003,25.0,0.667,3.2,0.812
L14748,Egypt,CRS-003,14.7,0.814,-2.9,0.495
L10827,South Africa,CRS-006,9.5,0.835,-3.0,0.814
L11330,Egypt,CRS-006,3.2,0.873,1.6,0.161
L14502,South Africa,CRS-007,15.1,0.628,-23.4,0.812
L12171,Egypt,CRS-013,15.5,0.808,35.7,0.939
L13528,Egypt,CRS-005,7.3,0.754,-22.9,0.655
L13446,South Africa,CRS-004,8.6,0.643,-12.8,0.871
L13648,Egypt,CRS-009,2.9,0.750,-10.6,0.757
L12802,South Africa,CRS-009,1.1,0.752,-12.0,0.613
L14578,South Africa,CRS-010,2.8,0.880,-8.1,0.653
L11014,Egypt,CRS-007,42.1,0.805,7.8,0.640
L10070,Egypt,CRS-015,9.9,0.407,6.0,0.812
L10104,Egypt,CRS-009,5.5,0.746,6.6,0.986
L14049,South Africa,CRS-003,2.3,0.442,-4.2,0.671
L15002,South Africa,CRS-011,0.7,0.646,-2.4,0.538
L12243,South Africa,CRS-007,7.5,0.385,23.2,0.715
L10154,South Africa,CRS-012,9.0,0.792,-45.5,0.812
L11616,Egypt,CRS-015,8.5,0.486,11.2,0.828
L13559,South Africa,CRS-011,3.9,0.944,1.8,0.690
L13142,South Africa,CRS-011,35.6,0.397,14.8,0.882
L12258,Egypt,CRS-011,13.6,0.976,-2.1,0.817
L13045,South Africa,CRS-014,19.9,0.973,13.5,0.789
L12900,South Africa,CRS-005,34.0,0.855,18.1,0.815
L13790,Egypt,CRS-002,1.2,0.775,-3.6,0.633
L10713,Egypt,CRS-006,14.8,0.337,2.9,0.506
L13552,Egypt,CRS-003,12.5,0.834,0.5,0.324
L12045,South Africa,CRS-002,36.6,0.630,-13.1,0.889
L11202,Egypt,CRS-007,6.1,0.827,2.5,0.716
L14172,South Africa,CRS-005,1.7,0.764,4.4,0.625
L12455,Egypt,CRS-009,7.1,0.601,-32.2,0.603
L11318,Egypt,CRS-012,2.8,0.639,-21.0,0.860
L12936,Egypt,CRS-006,24.8,0.867,-1.0,0.494
L14698,Egypt,CRS-012,7.7,0.760,11.0,0.844
L12336,South Africa,CRS-010,8.0,0.728,-12.3,0.763
L14694,South Africa,CRS-014,2.7,0.346,16.2,0.653
L15251,South Africa,CRS-010,0.0,0.648,9.3,0.779
L11340,South Africa,CRS-010,7.7,0.933,-8.1,0.899
L12644,Egypt,CRS-002,0.3,0.612,6.7,0.846
L14545,Egypt,CRS-014,2.5,0.710,-6.3,0.758
L12004,Egypt,CRS-005,0.4,0.638,-2.1,0.879
L10045,South Africa,CRS-010,14.1,0.688,3.2,0.676
L12057,South Africa,CRS-013,7.5,0.358,11.0,0.904
L12071,South Africa,CRS-005,14.9,0.911,5.3,0.674
L12093,Egypt,CRS-008,0.7,0.311,-11.2,0.949
L12832,Egypt,CRS-002,1.2,0.688,-30.5,0.915
L12873,South Africa,CRS-001,7.3,0.730,-8.5,0.697
L14770,South Africa,CRS-015,3.6,0.819,-2.2,0.656
L10454,Egypt,CRS-007,53.8,0.606,-2.7,0.664
L15357,South Africa,CRS-003,3.2,0.690,7.7,0.680
L13334,South Africa,CRS-007,0.1,0.496,8.3,0.494
L14268,South Africa,CRS-015,3.0,0.600,13.6,0.646
L11207,South Africa,CRS-009,15.3,0.812,20.3,0.691
L11249,Egypt,CRS-005,21.3,0.640,-10.2,0.689
L11044,Egypt,CRS-003,8.9,0.569,-4.3,0.485
L12679,South Africa,CRS-009,1.7,0.551,3.3,0.965
L15318,South Africa,CRS-002,4.6,0.910,-10.2,0.875
L12367,South Africa,CRS-001,10.1,0.373,13.3,0.928
